0	79881	160
1	64435	258
2	59142	356
3	55588	448
4	53516	540
5	52810	641
6	49327	700
7	49261	800
8	49125	900
9	49055	1001
10	48926	1100
11	48626	1195
12	48340	1290
13	48104	1385
14	47748	1476
15	47564	1572
16	47414	1668
17	47021	1755
18	46973	1855
19	46730	1947
20	46465	2037
21	46277	2129
22	46057	2220
23	45806	2309
24	45499	2394
25	45354	2487
26	45205	2580
27	44918	2664
28	45227	2784
29	45283	2890
30	45050	2977
31	44810	3063
32	44691	3158
33	44463	3244
34	44294	3333
35	44494	3452
36	44453	3552
37	44252	3639
38	44914	3799
39	51381	4467
40	51876	4633
41	52123	4779
42	52493	4939
43	53039	5117
44	53690	5310
45	53993	5470
46	54416	5645
47	54601	5798
48	54260	5895
49	53587	5954
50	53260	6049
51	53086	6161
52	52765	6256
53	52437	6348
54	52068	6435
55	51887	6544
56	51442	6618
57	51175	6715
58	50965	6818
59	50596	6899
60	50341	6995
61	50044	7083
62	49789	7177
63	49457	7259
64	49128	7341
65	48963	7446
66	48594	7519
67	48423	7622
68	48275	7728
69	48048	7821
70	47929	7932
71	47693	8023
72	47436	8109
73	47154	8191
74	46863	8270
75	46694	8369
76	46548	8473
77	46344	8566
78	46203	8669
79	45959	8754
80	45809	8855
81	45609	8947
82	45484	9053
83	45247	9136
84	45094	9236
85	44887	9324
86	44661	9408
87	44438	9491
88	44289	9590
89	44149	9691
90	43920	9771
91	43806	9877
92	43650	9974
93	43543	10081
94	43417	10184
95	43054	10230
96	42893	10324
97	42720	10414
98	42561	10507
99	42385	10596
100	42220	10687
101	42090	10787
102	41946	10882
103	41737	10961
104	41584	11054
105	41405	11139
106	41335	11254
107	41188	11347
108	41011	11432
109	40800	11507
110	40626	11592
111	40482	11685
112	40234	11748
113	40099	11842
114	39981	11942
115	39801	12023
116	39665	12117
117	39555	12218
118	39354	12291
119	39200	12379
120	39071	12474
121	38934	12566
122	38813	12663
123	38653	12747
124	38547	12849
125	38424	12945
126	38300	13040
127	38177	13136
128	37988	13209
129	37862	13302
130	37772	13409
131	37618	13493
132	37611	13630
133	37460	13715
134	37342	13811
135	37252	13918
136	37113	14006
137	36957	14088
138	36752	14151
139	36663	14258
140	36546	14353
141	36404	14439
142	36270	14528
143	36135	14616
144	36123	14754
145	36015	14854
146	35896	14948
147	35775	15042
148	35646	15132
149	35530	15227
150	35370	15303
151	35249	15396
152	35134	15491
153	35034	15593
154	34952	15703
155	34864	15810
156	34837	15946
157	34924	16134
158	34905	16275
159	34874	16411
160	34833	16543
161	34710	16636
162	34515	16694
163	34385	16783
164	34147	16819
165	33997	16897
166	33865	16983
167	33754	17080
168	33642	17177
169	33523	17269
170	33416	17368
171	33297	17461
172	33265	17599
173	33176	17707
174	33061	17802
175	32980	17915
176	32846	17999
177	32729	18092
178	32630	18195
179	32540	18303
180	32490	18435
181	32380	18532
182	32164	18568
183	32066	18671
184	31959	18769
185	31979	18943
186	31996	19116
187	31918	19232
188	31749	19294
189	31632	19387
190	31514	19479
191	31435	19595
192	31315	19686
193	31200	19780
194	31091	19877
195	30962	19962
196	30795	20022
197	30696	20125
198	30494	20160
199	30398	20265
200	30270	20349
201	30166	20448
202	30056	20543
203	29840	20565
204	29727	20658
205	29608	20745
206	29499	20840
207	29396	20940
208	29287	21034
209	29209	21151
210	29100	21246
211	28895	21270
212	28782	21361
213	28657	21442
214	28500	21500
215	28411	21608
216	28285	21688
217	28195	21796
218	28100	21900
219	27917	21934
220	27803	22023
221	27685	22108
222	27570	22195
223	27452	22280
224	27353	22380
225	27264	22488
226	27164	22586
227	27052	22676
228	26956	22778
229	26849	22871
230	26745	22966
231	26582	23011
232	26485	23113
233	26398	23222
234	26293	23316
235	26220	23439
236	26103	23523
237	25974	23595
238	25825	23648
239	25722	23744
240	25636	23854
241	25535	23952
242	25451	24064
243	25374	24185
244	25279	24287
245	25171	24379
246	25004	24411
247	24867	24472
248	24768	24571
249	24667	24667
250	24557	24754
251	24466	24861
252	24358	24950
253	24256	25045
254	24152	25137
255	24059	25242
256	23963	25343
257	23866	25444
258	23732	25505
259	23639	25609
260	23525	25690
261	23428	25791
262	23321	25879
263	23218	25973
264	23115	26066
265	23012	26159
266	22916	26261
267	22815	26355
268	22714	26450
269	22560	26483
270	22455	26573
271	22356	26670
272	22232	26737
273	22144	26847
274	22034	26930
275	21932	27024
276	21834	27122
277	21723	27203
278	21619	27293
279	21515	27383
280	21377	27429
281	21289	27539
282	21194	27640
283	21047	27673
284	20953	27775
285	20845	27858
286	20741	27947
287	20646	28047
288	20551	28148
289	20453	28245
290	20357	28344
291	20258	28439
292	20153	28525
293	20057	28625
294	19948	28706
295	19853	28807
296	19759	28909
297	19657	28999
298	19559	29095
299	19456	29184
300	19356	29278
301	19262	29379
302	19162	29473
303	19063	29567
304	18964	29662
305	18875	29772
306	18776	29867
307	18676	29960
308	18574	30050
309	18488	30164
310	18380	30244
311	18279	30335
312	18180	30430
313	18088	30537
314	17983	30620
315	17885	30715
316	17788	30814
317	17674	30881
318	17581	30986
319	17477	31071
320	17394	31194
321	17295	31288
322	17197	31383
323	17085	31453
324	16954	31486
325	16858	31585
326	16752	31664
327	16641	31735
328	16550	31841
329	16452	31937
330	16358	32040
331	16261	32135
332	16167	32238
333	16071	32336
334	15952	32387
335	15853	32480
336	15760	32585
337	15667	32688
338	15576	32797
339	15491	32919
340	15397	33022
341	15295	33108
342	15197	33202
343	15098	33295
344	15020	33433
345	14920	33522
346	14822	33616
347	14703	33663
348	14574	33685
349	14480	33787
350	14385	33887
351	14290	33989
352	14198	34095
353	14101	34191
354	13997	34269
355	13904	34374
356	13808	34471
357	13710	34565
358	13616	34669
359	13521	34769
360	13422	34859
361	13324	34953
362	13221	35031
363	13123	35123
364	13025	35217
365	12925	35302
366	12829	35400
367	12734	35502
368	12640	35605
369	12538	35687
370	12441	35781
371	12344	35875
372	12247	35970
373	12151	36069
374	12064	36194
375	11963	36276
376	11864	36364
377	11768	36464
378	11675	36570
379	11575	36656
380	11480	36755
381	11387	36866
382	11285	36944
383	11192	37050
384	11096	37150
385	11001	37250
386	10902	37338
387	10808	37442
388	10716	37555
389	10619	37652
390	10522	37744
391	10422	37828
392	10327	37930
393	10228	38020
394	10132	38117
395	10031	38196
396	9934	38292
397	9842	38403
398	9746	38503
399	9649	38596
400	9549	38681
401	9451	38770
402	9356	38873
403	9260	38969
404	9164	39068
405	9067	39165
406	8971	39262
407	8874	39356
408	8775	39440
409	8678	39535
410	8583	39639
411	8483	39718
412	8386	39812
413	8295	39935
414	8196	40017
415	8099	40112
416	8006	40225
417	7910	40324
418	7814	40425
419	7718	40521
420	7622	40619
421	7524	40710
422	7428	40809
423	7332	40906
424	7233	40990
425	7139	41100
426	7040	41179
427	6946	41295
428	6850	41392
429	6754	41491
